Company Name,Scrip Code
india cements ltd.,530005
india finsec ltd.,535667
india gelatine & chemicals ltd.,531253
india glycols ltd.,500201
india green reality ltd.,540152
india home loan ltd.,530979
india lease development ltd.,500202
india motor parts & accessories ltd.,590065
india nippon electricals ltd.,532240
india pesticides ltd.,543311
india radiators ltd.,505100
india shelter finance corporation ltd.,544044
india steel works ltd.,513361
india tourism development corporation ltd.,532189
indiabulls enterprises ltd.,543715
indiamart intermesh ltd.,542726
indian acrylics ltd.,514165
indian bank,532814
indian energy exchange ltd.,540750
indian hotels company ltd.,500850
indian hume pipe company ltd.,504741
indian infotech & software ltd.,509051
indian link chain manufacturer ltd.,504746
indian metals & ferro alloys ltd.,533047
indian oil corporation ltd.,530965
indian overseas bank,532388
indian railway catering & tourism corporation ltd.,542830
indian railway finance corporation ltd.,543257
indian renewable energy development agency ltd.,544026
indian sucrose ltd.,500319
indian terrain fashions ltd.,533329
indian toners & developers ltd.,523586
indianivesh ltd.,501700
indigo paints ltd.,543258
indiqube spaces ltd.,544454
inditalia refcon ltd.,517526
inditrade capital ltd.,532745
indo amines ltd.,524648
indo borax & chemicals ltd.,524342
indo cotspin ltd.,538838
indo count industries ltd.,521016
indo credit capital ltd.,526887
indo euro indchem ltd.,524458
indo farm equipment ltd.,544328
indo gulf industries ltd.,506945
indo national ltd.,504058
indo pacific projects ltd.,531565
indo rama synthetics (india) ltd.,500207
indo tech transformers ltd.,532717
indo thai securities ltd.,533676
indo us bio-tech ltd.,541304
indo-city infotech ltd.,532100
indobell insulations ltd.,544334
indoco remedies ltd.,532612
indogulf cropsciences ltd.,544432
indokem ltd.,504092
indong tea company ltd.,543769
indosolar ltd.,533257
indostar capital finance ltd.,541336
indowind energy ltd.,532894
indoworth holdings ltd.,512408
indraprastha gas ltd.,532514
indraprastha medical corporation ltd.,532150
indrayani biotech ltd.,526445
indsil hydro power and manganese ltd.,522165
indtradeco ltd.,504336
inducto steel ltd.,532001
indus fila ltd.,532821
indus finance ltd.,531841
indus towers ltd.,534816
indusind bank ltd.,532187
industrial & prudential investment company ltd.,501298
industrial investment trust ltd.,501295
infibeam avenues ltd.,539807
inflame appliances ltd.,541083
info edge (india) ltd.,532777
info-drive software ltd.,530703
infomedia press ltd.,509069
infonative solutions ltd.,544393
informed technologies india ltd.,504810
infosys ltd.,500209
infra industries ltd.,530777
infraquest international ltd.,531793
infronics systems ltd.,537985
ingersoll-rand (india) ltd.,500210
inland printers ltd.,530787
innocorp ltd.,531929
innokaiz india ltd.,543905
innova captab ltd.,544067
innovana thinklabs ltd.,544302
innovassynth investments ltd.,533315
innovative ideals and services (india) ltd.,541983
innovative tech pack ltd.,523840
innovators facade systems ltd.,541353
innovatus entertainment networks ltd.,543951
inox green energy services ltd.,543667
inox india ltd.,544046
inox wind energy ltd.,543297
inox wind ltd.,539083
insecticides (india) ltd.,532851
insilco ltd.,500211
insolation energy ltd,543620
inspirisys solutions ltd.,532774
insta finance ltd.,511433
intec capital ltd.,526871
integra capital ltd.,531314
integra engineering india ltd.,505358
integra essentia ltd.,535958
integra switchgear ltd.,517423
integra telecommunication & software ltd.,536868
integrated capital services ltd.,539149
integrated hitech ltd.,532303
integrated industries ltd.,531889
integrated proteins ltd.,519606
integrated thermoplastic ltd.,530921
intellect design arena ltd.,538835
intense technologies ltd.,532326
inter globe finance ltd.,511391
inter state oil carrier ltd.,530259
interactive financial services ltd.,539692
interarch building solutions ltd.,544232
interglobe aviation ltd.,539448
interlink petroleum ltd.,526512
international combustion (india) ltd.,505737
international conveyors ltd.,509709
international data management ltd.,517044
international gemmological institute (india) ltd.,544311
international travel house ltd.,500213
interworld digital ltd.,532072
intrasoft technologies ltd.,533181
inventure growth & securities ltd.,533506
inventurus knowledge solutions ltd.,544309
investment & precision castings ltd.,504786
invigorated business consulting ltd.,511716
iol chemicals and pharmaceuticals ltd.,524164
ion exchange (india) ltd.,500214
ipca laboratories ltd.,524494
irb infrastructure developers ltd.,532947
iris business services ltd.,540735
irm energy ltd.,544004
ironwood education ltd.,508918
isf ltd.,526859
isgec heavy engineering ltd.,533033
ishaan infrastructures & shelters ltd.,540134
ishan dyes and chemicals ltd.,531109
ishita drugs & industries ltd.,524400
ishwarshakti holdings & traders ltd.,506161
isl consulting ltd.,511609
ismt ltd.,532479
ist ltd.,508807
istreet network ltd.,524622
itc hotels ltd.,544325
itc ltd.,500875
itcons e-solutions ltd.,543806
iti ltd.,523610
itl industries ltd.,522183
ivp ltd.,507580
ivrcl ltd.,530773
iykot hitech toolroom ltd.,522245
izmo ltd.,532341
j a finance ltd.,543860
j b chemicals & pharmaceuticals ltd.,506943
j g chemicals ltd.,544138
j kumar infraprojects ltd.,532940
jackson investments ltd.,538422
jagan lamps ltd.,530711
jagatjit industries ltd.,507155
jagjanani textiles ltd.,532825
jagran prakashan ltd.,532705
jagson airlines ltd.,520139
jagsonpal finance & leasing ltd.,530601
jagsonpal pharmaceuticals ltd.,507789
jai balaji industries ltd.,532976
jai corp ltd.,512237
jai mata glass ltd.,523467
jaihind synthetics ltd.,514312
jain irrigation systems ltd.,500219
jain marmo industries ltd.,539119
jainco projects (india) ltd.,526865
jainex aamcol ltd.,505212
jaipan industries ltd.,505840
jaiprakash associates ltd.,532532
jaiprakash power ventures ltd.,532627
jaisukh dealers ltd.,780001
james hotels ltd.,526558
james warren tea ltd.,538564
jammu & kashmir bank ltd.,532209
jamna auto industries ltd.,520051
jamshri realty ltd.,502901
jana small finance bank ltd.,544118
janus corporation ltd.,542924
jasch gauging technologies ltd.,544112
jasch industries ltd.,500220
jash engineering ltd.,544402
jatalia global ventures ltd.,519319
jattashankar industries ltd.,514318
jauss polymers ltd.,526001
jay ambe supermarkets ltd.,544514
jay bharat maruti ltd.,520066
jay energy and s. energies ltd.,526523
jay kailash namkeen ltd.,544160
jay shree tea & industries ltd.,509715
jay ushin ltd.,513252
jayabharat credit ltd.,501311
jayant agro organics ltd.,524330
jayant infratech ltd.,543544
jayaswal neco industries ltd.,522285
jayatma enterprises ltd.,539005
jayatma industries ltd.,531323
jaybharat textiles & real estate ltd.,512233
jaykay enterprises ltd.,500306
jayshree chemicals ltd.,506520
jaysynth orgochem ltd.,524592
jbf industries ltd.,514034
jbm auto ltd.,532605
jct electronics ltd.,500222
jct ltd.,500223
jd cables ltd.,544524
jeena sikho lifecare ltd.,544476
jeet machine tools ltd.,513012
jeevan scientific technology ltd.,538837
jenburkt pharmaceuticals ltd.,524731
jet airways (india) ltd.,532617
jet freight logistics ltd.,543420
jet solar ltd.,538794
jetking infotrain ltd.,517063
jetmall spices and masala ltd.,543286
jhandewalas foods ltd.,540850
jhaveri credits & capital ltd.,531550
jhs svendgaard laboratories ltd.,532771
jhs svendgaard retail ventures ltd.,544197
jigar cables ltd.,540651
jik industries ltd.,511618
jindal capital ltd.,530405
jindal cotex ltd.,533103
jindal drilling & industries ltd.,511034
jindal hotels ltd.,507981
jindal leasefin  ltd.,539947
jindal photo ltd.,532624
jindal poly films ltd.,500227
jindal poly investment & finance company ltd.,536773
jindal saw ltd.,500378
jindal stainless ltd.,532508
jindal steel ltd.,532286
jio financial services ltd.,543940
jitf infralogistics ltd.,540311
jiya eco products ltd.,539225
jj exporters ltd.,530049
jj finance corporation ltd.,523062
jk agri genetics ltd.,536493
jk cement ltd.,532644
jk lakshmi cement ltd.,500380
jk paper ltd.,532162
jk pharmachem ltd.,500218
jk tyre & industries ltd.,530007
jla infraville shoppers ltd.,538765
jm financial ltd.,523405
jmd ventures ltd.,511092
jmg corporation ltd.,523712
jmj fintech ltd.,538834
jnk india ltd.,544167
john cockerill india ltd.,500147
johnson controls-hitachi air conditioning india ltd.,523398
johnson pharmacare ltd.,532154
joindre capital services ltd.,531861
jointeca education solutions ltd.,534659
jolly plastic industries ltd.,507968
jonjua overseas ltd.,542446
jost's engineering company ltd.,505750
jpt securities ltd.,530985
jr foods ltd.,530915
jsl industries ltd.,504080
jsw cement ltd.,544480
jsw energy ltd.,533148
jsw holdings ltd.,532642
jsw infrastructure ltd.,543994
jsw steel ltd.,500228
jtekt india ltd.,520057
jtl industries ltd.,534600
jubilant agri and consumer products ltd.,544355
jubilant foodworks ltd.,533155
jubilant industries ltd.,533320
jubilant ingrevia ltd.,543271
jubilant pharmova ltd.,530019
julien agro infratech ltd.,536073
jumbo bag ltd.,516078
jumbo finance ltd.,511060
jungle camps india ltd.,544304
juniper hotels ltd.,544129
jupiter industries and leasing ltd.,507987
jupiter infomedia ltd.,534623
jupiter life line hospitals ltd.,543980
jupiter wagons ltd.,533272
just dial ltd.,535648
jyot international marketing ltd.,542544
jyothy labs ltd.,532926
jyoti cnc automation ltd.,544081
jyoti ltd.,504076
jyoti resins & adhesives ltd.,514448
jyoti structures ltd.,513250
jyotirgamya enterprises ltd.,539246
k g denim ltd.,500239
k p energy ltd.,539686
k z leasing & finance ltd.,511728
k&r rail engineering ltd.,514360
k-lifestyle & industries ltd.,514221
kaarya facilities and services ltd.,540756
kabra commercial ltd.,539393
kabra drugs ltd.,524322
kabra extrusion technik ltd.,524109
kabsons industries ltd.,524675
kachchh minerals ltd.,531778
kahan packaging ltd.,543979
kailash auto finance ltd.,511357
kaira can company ltd.,504840
kairosoft ai solutions ltd.,506122
kaiser corporation ltd.,531780
kaizen agro infrabuild ltd.,538833
kajaria ceramics ltd.,500233
kaka industries ltd.,543939
kakatiya cement sugar & industries ltd.,500234
kakatiya textiles ltd.,521054
kallam textiles ltd.,530201
kalpa commercial ltd.,539014
kalpataru ltd.,544423
kalpataru projects international ltd.,522287
kalyan capitals ltd.,538778
kalyan jewellers india ltd.,543278
kalyani cast-tech ltd.,544023
kalyani forge ltd.,513509
kalyani investment company ltd.,533302
kalyani steels ltd.,500235
kama holdings ltd.,532468
kamadgiri fashion ltd.,514322
kamanwala housing construction ltd.,511131
kamat hotels (india) ltd.,526668
kamdhenu ispat ltd.,532741
kamdhenu ventures ltd.,543747
kanak krishi implements ltd.,780003
kanani industries ltd.,506184
kanchi karpooram ltd.,538896
kanco tea & industries ltd.,541005
kandagiri spinning mills ltd.,521242
kanel industries ltd.,500236
kanishk steel industries ltd.,513456
kanoria chemicals & industries ltd.,506525
kanoria energy & infrastructure ltd.,539620
kanpur plastipack ltd.,507779
kansai nerolac paints ltd.,500165
kanungo financiers ltd.,540515
kapil cotex ltd.,512036
kapil raj finance ltd.,539679
karbonsteel engineering ltd.,544511
karma energy ltd.,533451
karnataka bank ltd.,532652
karnavati finance ltd.,538928
karnimata cold storage ltd.,537784
kartik investments trust ltd.,501151
karur vysya bank ltd.,590003
kashipur sugar mills ltd.,502512
kashyap tele-medicines ltd.,531960
katare spinning mills ltd.,502933
kati patang lifestyle ltd.,531126
kaushalya infrastructure development corpn.ltd.,532925
kaveri seed company ltd.,532899
kavveri defence & wireless technologies ltd.,590041
kay power and paper ltd.,530255
kaya ltd.,539276
kaycee industries ltd.,504084
kaynes technology india ltd.,543664
kbs india ltd.,530357
kccl plastic ltd.,526067
kcl infra projects ltd.,531784
kcp ltd.,590066
kcp sugar & industries corporation ltd.,533192
kd leisures ltd.,540385
kddl ltd.,532054
kec international ltd.,532714
kedia construction company ltd.,508993
keerthi industries ltd.,518011
kei industries ltd.,517569
kellton tech solutions ltd.,519602
keltech energies ltd.,506528
kemistar corporation ltd.,531163
kemp & company ltd.,506530
ken financial services ltd.,530547
kennametal india ltd.,505890
kenrik industries ltd.,544398
kenvi jewels ltd.,540953
kerala ayurveda ltd.,530163
kernex microsystems (india) ltd.,532686
kesar enterprises ltd.,507180
kesar india ltd.,543542
kesar petroproducts ltd.,524174
kesar terminals & infrastructure ltd.,533289
kesoram industries ltd.,502937
kewal kiran clothing ltd.,532732
key corp ltd.,507948
keynote financial services ltd.,512597
keystone realtors ltd.,543669
kfin technologies ltd.,543720
kg petrochem ltd.,531609
kgn enterprises ltd.,533790
khadim india ltd.,540775
khaitan (india) ltd.,590068
khaitan chemicals & fertilizers ltd.,507794
khandelwal extractions ltd.,519064
khandwala securities ltd.,531892
khator fibre & fabrics ltd.,521127
khazanchi jewellers ltd.,543953
khemani distributors & marketing ltd.,539788
khoday india ltd.,507435
khoobsurat ltd.,535730
khyati global ventures ltd.,544270
khyati multimedia entertainment ltd.,531692
kic metaliks ltd.,513693
kids medical systems ltd.,540812
kiduja india ltd.,507946
kifs financial services ltd.,535566
kilburn chemicals ltd.,524699
kilburn engineering ltd.,522101
kilburn office automation ltd.,523218
kilitch drugs(i) ltd.,524500
kimia biosciences ltd.,530313
kinetic engineering ltd.,500240
kinetic trust ltd.,531274
kingfa science & technology (india) ltd.,524019
kings infra ventures ltd.,530215
kiocl ltd.,540680
kiran print pack ltd.,531413
kiran syntex ltd.,530443
kiran vyapar ltd.,537750
kiri industries ltd.,532967
kirloskar brothers ltd.,500241
kirloskar electric company ltd.,533193
kirloskar ferrous industries ltd.,500245
kirloskar industries ltd.,500243
kirloskar oil engines ltd.,533293
kirloskar pneumatic company ltd.,505283
kisaan parivar industries ltd.,519230
kisan mouldings ltd.,530145
kitex garments ltd.,521248
kizi apparels ltd.,544221
kjmc corporate advisors (india) ltd.,532304
kjmc financial services ltd.,530235
kk shah hospitals ltd.,544013
kkalpana lndustries (india) ltd.,526409
kkalpana plastick ltd.,523652
klg capital services ltd.,530771
km sugar mills ltd.,532673
kmc speciality hospitals (india) ltd.,524520
kmf builders & developers ltd.,531578
kmg milk food ltd.,519415
kms medisurgi ltd.,540468
knowledge marine & engineering works ltd.,543273
knr constructions ltd.,532942
kobo biotech ltd.,531541
koffee break pictures ltd.,531602
kohinoor foods ltd.,512559
kokuyo camlin ltd.,523207
kolte-patil developers ltd.,532924
kome-on communication ltd.,539910
konark synthetics ltd.,514128
konndor industries ltd.,532397
kopran ltd.,524280
kore foods ltd.,500458
kotak mahindra bank ltd.,500247
kothari fermentation & biochem ltd.,507474
kothari industrial corporation ltd.,509732
kothari petrochemicals ltd.,532096
kothari products ltd.,530299
kothari sugars & chemicals ltd.,507190
kothari world finance ltd.,511138
kotia enterprises ltd.,539599
koura fine diamond jewelry ltd.,544139
kovai medical center and hospital ltd.,523323
kovalam investment and trading co. ltd.,505585
kovilpatti lakshmi roller flour mills ltd.,507598
kp green engineering ltd.,544150
kpi green energy ltd.,542323
kpit technologies ltd.,542651
kpr mill ltd.,532889
kpt industries ltd.,505299
kranti industries ltd.,542459
krbl ltd.,530813
krebs biochemicals & industries ltd.,524518
kreon finnancial services ltd.,530139
kretto syscon ltd.,531328
kridhan infra ltd.,533482
kriptol industries ltd.,526753
krishanveer forge ltd.,513369
krishival foods ltd.,544416
krishna capital & securities ltd.,539384
krishna filament industries ltd.,500248
krishna institute of medical sciences ltd.,543308
krishna ventures ltd.,504392
kriti industries (india) ltd.,526423
kriti nutrients ltd.,533210
krn heat exchanger and refrigeration ltd.,544263
kronox lab sciences ltd.,544187
kross ltd.,544253
krsnaa diagnostics ltd.,543328
krupalu metals ltd.,544509
krypton industries ltd.,523550
krystal integrated services ltd.,544149
ksb ltd.,500249
kse ltd.,519421
ksk energy ventures ltd.,532997
ksl and industries ltd.,530149
ksolves india ltd.,543599
kss ltd.,532081
kuantum papers ltd.,532937
kuber udyog ltd.,539408
kuberan global edu solutions ltd.,543289
kumaka industries ltd.,526923
kumar wire cloth manufacturing co ltd.,513703
kumbhat financial services ltd.,526869
kundan minerals and metals ltd.,507528
kunststoffe industries ltd.,523594
kusam electrical industries ltd.,511048
kush industries ltd.,514240
kuwer industries ltd.,530421
kwality pharmaceuticals ltd.,539997
l t elevator ltd.,544518
l&t finance ltd.,533519
l&t technology services ltd.,540115
l.k. mehta polymers ltd.,544366
la opala rg ltd.,526947
la tim metal & industries ltd.,505693
labelkraft technologies ltd.,543830
lactose (india) ltd.,524202
ladam affordable housing ltd.,540026
ladderup finance ltd.,530577
laddu gopal online services ltd.,537707
laffans petrochemicals ltd.,524522
lahoti overseas ltd.,531842
lake shore realty ltd.,519612
lakhotia polyesters (india) ltd.,535387
lakshmi electrical control systems ltd.,504258
lakshmi engineering and warehousing ltd.,505302
lakshmi mills company ltd.,502958
lakshmi precision screws ltd.,506079
lambodhara textiles ltd.,590075
lancer container lines ltd.,539841
lancor holdings ltd.,509048
landmarc leisure corporation ltd.,532275
landmark cars ltd.,543714
landmark global learning ltd.,544341
landmark property development company ltd.,533012
larsen & toubro ltd.,500510
lasa supergenerics ltd.,540702
last mile enterprises ltd.,526961
latent view analytics ltd.,543398
laurus labs ltd.,540222
laxmi dental ltd.,544339
laxmi india finance ltd.,544465
laxmi organic industries ltd.,543277
laxmipati engineering works ltd.,537669
lcc infotech ltd.,532019
le lavoir ltd.,539814
le travenues technology ltd.,544192
lead financial services ltd.,531288
leading leasing finance and investment company ltd.,540360
ledo tea company ltd.,508306
lee & nee softwares (exports) ltd.,517415
leel electricals ltd.,517518
legacy mercantile ltd.,780021
lehar footwears ltd.,532829
lemon tree hotels ltd.,541233
leo dryfruits & spices trading ltd.,544329
lerthai finance ltd.,502250
lesha industries ltd.,533602
lex nimble solutions ltd.,541196
lexoraa industries ltd.,531944
lg balakrishnan & bros ltd.,500250
lgb forge ltd.,533007
lgt business connextions ltd.,544489
liberty shoes ltd.,526596
libord finance ltd.,511593
libord securities ltd.,531027
lic housing finance ltd.,500253
life insurance corporation of india,543526
likhami consulting ltd.,539927
likhitha infrastructure ltd.,543240
lime chemicals ltd.,507759
linaks micro electronics ltd.,517463
linc ltd.,531241
lincoln pharmaceuticals ltd.,531633
linde india ltd.,523457
link pharma chem ltd.,524748
lippi systems ltd.,526604
lkp finance ltd.,507912
lkp securities ltd.,540192
lloyds engineering works ltd.,539992
lloyds enterprises ltd.,512463
lloyds finance ltd.,507870
lloyds metals & energy ltd.,512455
lmw ltd.,500252
lodha developers ltd.,543287
logica infoway ltd.,543746
lohia securities ltd.,590082
lokesh machines ltd.,532740
longspur international ventures ltd.,504340
longview tea company ltd.,526568
looks health services ltd.,534422
lords chemicals ltd.,530039
lords chloro alkali ltd.,500284
lords ishwar hotels ltd.,530065
lords mark india ltd.,501261
lorenzini apparels ltd.,540952
lotus chocolate company ltd.,523475
lotus eye hospital and institute ltd.,532998
lovable lingerie ltd.,533343
loyal equipments ltd.,539227
loyal textiles mills ltd.,514036
ls industries ltd.,514446
lt foods ltd.,532783
ltimindtree ltd.,540005
lucent industries ltd.,539682
ludlow jute & specialities ltd.,526179
lumax auto technologies ltd.,532796
lumax industries ltd.,517206
lupin ltd.,500257
lux industries ltd.,539542
lws knitwear ltd.,531402
lyka labs ltd.,500259
lykis ltd.,530689
lynx machinery & commercials ltd.,505320
lyons corporate market ltd.,531441
lypsa gems & jewellery ltd.,534532
m & b engineering ltd.,544470
m k exim (india) ltd.,538890
m k proteins ltd.,543919
m lakhamsi industries ltd.,512153
m m forgings ltd.,522241
m m rubber company ltd.,509196
m p agro industries ltd.,506543
maa jagdambe tradelinks ltd.,511082
maagh advertising and marketing services ltd.,543624
maan aluminium ltd.,532906
mac charles (india) ltd.,507836
mac hotels ltd.,541973
macfos ltd.,543787
mach conferences & events ltd.,544248
machhar industries ltd.,543934
machino plastics ltd.,523248
mackinnon mackenzie & company ltd.,501874
madhav infra projects ltd.,539894
madhav marbles & granites ltd.,515093
madhuban constructions ltd.,780009
madhucon projects ltd.,531497
madhur industries ltd.,519279
madhusudan industries ltd.,515059
madhusudan securities ltd.,511000
madhuveer com 18 network ltd.,531910
madras fertilizers ltd.,590134
maestros electronics & telecommunications systems ltd.,538401
mafatlal industries ltd.,500264
mafia trends ltd.,543613
magadh sugar & energy ltd.,540650
magellanic cloud ltd.,538891
magenta lifecare ltd.,544188
magna electrocastings ltd.,517449
magnum ventures ltd.,532896
magnus retail ltd.,517320
maha rashtra apex corporation ltd.,523384
mahalaxmi fabric mills ltd.,544233
mahalaxmi rubtech ltd.,514450
mahalaxmi seamless ltd.,513460
mahamaya steel industries ltd.,513554
mahan industries ltd.,531515
mahanagar gas ltd.,539957
mahanagar telephone nigam ltd.,500108
maharashtra corporation ltd.,505523
maharashtra scooters ltd.,500266
maharashtra seamless ltd.,500265
mahasagar travels ltd.,526795
mahashree trading ltd.,512337
mahaveer infoway ltd.,539383
mahavir industries ltd.,531648
mahesh developers ltd.,542677
mahindra & mahindra financial services ltd.,532720
mahindra & mahindra ltd.,500520
mahindra epc irrigation ltd.,523754
mahindra holidays & resorts india ltd.,533088
mahindra lifespace developers ltd.,532313
mahindra logistics ltd.,540768
mahip industries ltd.,542503
maiden forgings ltd.,543874
maithan alloys ltd.,590078
maitri enterprises ltd.,513430
majestic auto ltd.,500267
majestic research services & solutions ltd.,539229
makers laboratories ltd.,506919
mallcom (india) ltd.,539400
malpani pipes & fittings ltd.,544351
malu paper mills ltd.,532728
mamata machinery ltd.,544318
man industries (india) ltd.,513269
man infraconstruction ltd.,533169
manaksia aluminium company ltd.,539045
manaksia coated metals & industries ltd.,539046
manaksia ltd.,532932
manaksia steels ltd.,539044
manali petrochemicals ltd.,500268
manappuram finance ltd.,531213
manas properties ltd.,540402
manba finance ltd.,544262
manbro industries ltd.,512595
mangal compusolution ltd.,544287
mangal credit and fincorp ltd.,505850
mangal electrical industries ltd.,544492
mangalam cement ltd.,502157
mangalam drugs and organics ltd.,532637
mangalam global enterprise ltd.,544273
mangalam industrial finance ltd.,537800
mangalam organics ltd.,514418
mangalam seeds ltd.,539275
mangalore chemicals & fertilizers ltd.,530011
mangalore refinery and petrochemicals ltd.,500109
mangalya soft-tech ltd.,530243
manglam global corporations ltd.,503626
manipal finance corporation ltd.,507938
manjeera constructions ltd.,533078
mankind pharma ltd.,543904
manoj ceramic ltd.,544073
manoj jewellers ltd.,544400
manoj vaibhav gems n jewellers ltd.,543995
manomay tex india ltd.,540396
manor estates & industries ltd.,526115
manorama industries ltd.,541974
manpasand beverages ltd.,539207
manraj housing finance ltd.,530537
mansi finance (chennai) ltd.,511758
mansoon trading company ltd.,512303
manugraph india ltd.,505324
mapro industries ltd.,509762
maral overseas ltd.,521018
marathon nextgen realty ltd.,503101
marble city india ltd.,531281
marc loire fashions ltd.,544437
mardia samyoung capillary tubes company ltd.,513544
marg techno projects ltd.,540254
margo finance ltd.,500206
marico ltd.,531642
maris spinners ltd.,531503
market creators ltd.,526891
markolines pavement technologies ltd.,543364
marksans pharma ltd.,524404
marmagoa steel ltd.,513355
marsons ltd.,517467
martin burn ltd.,523566
maruti infrastructure ltd.,531540
maruti interior products ltd.,543464
maruti securities ltd.,531319
maruti suzuki india ltd.,532500
mas financial services ltd.,540749
mastek ltd.,523704
master chemicals ltd.,506867
master trust ltd.,511768
mathew easow research securities ltd.,511688
matra kaushal enterprise ltd.,526671
matrimony.com ltd.,540704
mauria udyog ltd.,539219
mawana sugars ltd.,523371
max alert systems ltd.,534563
max estates ltd.,544008
max financial services ltd.,500271
max healthcare institute ltd.,543220
max india ltd.,543223
maxgrow india ltd.,521167
maxheights infrastructure ltd.,534338
maximaa systems ltd.,526538
maximus international ltd.,540401
mayank cattle food ltd.,544106
mayur floorings ltd.,531221
mayur leather products ltd.,531680
mayur uniquoters ltd.,522249
mazagon dock shipbuilders ltd.,543237
mazda ltd.,523792
mbl infrastructure ltd.,533152
mcdowell holdings ltd.,532852
mcleod russel (india) ltd.,532654
mcnally bharat engineering company ltd.,532629
medi assist healthcare services ltd.,544088
media matrix worldwide ltd.,512267
mediaone global entertainment ltd.,503685
medicamen biotech ltd.,531146
medicaps ltd.,523144
medico intercontinental ltd.,539938
medico remedies ltd.,540937
medinova diagnostic services ltd.,526301
medplus health services ltd.,543427
meera industries ltd.,540519
mefcom capital markets ltd.,531176
mega corporation ltd.,531417
mega fin (india) ltd.,532105
mega nirman & industries ltd.,539767
megasoft ltd.,532408
megastar foods ltd.,541352
megh mayur infra ltd.,509003
meghmani organics ltd.,543331
meghna infracon infrastructure ltd.,538668
company name,BSE_Scrip_Code
tirth plastic ltd.,526675
govind poy oxygen ltd.,509586
rita finance and leasing limit,543256
steel strips ltd.,504717
tirupati fin-lease ltd.,539488
shikhar leasing & trading ltd.,507952
ridhi synthetics ltd.,504365
satyam silk mills ltd.,503893
swastik safe deposit & investm,501386
mather & platt fire systems lt,532470
sunrise agro products ltd,205479
terraform magnum ltd.,506162
vardhan capital & finance limi,542931
unijolly investments co.ltd.,503671
sagar soya products ltd.,507663
vinayak vanijya ltd.,512517
alirox abrasives limited,202418
sree maruthi marine ind l,200041
buckingham industries ltd,205878
mayurbhanj trd & agen ltd,202478
supra industrial res ltd,201059
morning glory lsng fin l,200091
western ministil ltd.,504998
noble polymers limited,539200
gulmohar invt & hold ltd,201326
super domestic machines ltd.,531699
siyaram poddar finance & tradi,504362
balgopal holding & traders ltd,504389
sueryaa knitwear limited,540318
efficient indus fin ltd,200251
mercury trade links ltd.,512415
sfl international limited,530867
saumya capital limited,531160
sunrise industrial traders ltd,501110
vidarbha iron & steel corporat,504991
regency world consul. ltd,204568
anshuni commercials ltd.,512091
shivkamal impex limited,539683
varun mercantile ltd.,512511
pervasive commodities limited,517172
shree krishna jute prod l,202412
champion commercial co l,202272
shyamal holdings & trading ltd,505529
frick india limited,201926
vardhaman laboratories ltd.,524796
tej infoways limited,538793
shantnu invst (india) ltd,202193
bajaj global ltd.,512261
softrak venture investment ltd,531529
nilkanth engineering ltd.,512004
oxemberg apparels ltd.,503899
ph trading ltd.,512026
pb global limited,506580
peoples investments ltd.,501144
sharpline broadcast limited,543341
rose merc.ltd.,512115
magnanimous trade & finance lt,512377
ttl enterprises limited,514236
procal electronics india ltd.,526009
parab infra limited,513359
g.d.trading & agencies ltd.,504346
spa capital services limited,542376
mrugesh trading ltd.,512065
sobhagya merchantile ltd.,512014
leena consultancy ltd.,509046
parmeshwari silk mills limited,540467
shinewell leasing ltd,202487
antariksh industries limited,501270
real growth commercial enterpr,539691
winmore silk mills ltd.,512255
sanchana trading & finance ltd,512125
purity flex pack ltd.,523315
raideep industries limited,540270
citizen yarns ltd.,514366
budge budge company limited,538789
arco leasing ltd.,511038
viksit engineering ltd.,506196
laser diamonds ltd.,531164
vishvakirti investment ltd.,511014
springform technology limited,501479
sriyansh steel ltd.,513062
cromakem ltd.,526181
nidhan comm co ltd,203204
sriven multi-tech ltd.,531536
northern projects ltd.,508924
asian vegpro industries ltd.,530413
jri industries & infrastructur,506016
sharp commercial ent ltd,204702
shah construction co.ltd.,509870
shiva suitings ltd.,521003
mid east portfolio management,526251
subway finance & investment co,511024
sunrise distilleries ltd,201236
sri vajra granites ltd.,515081
ayoki mercantile ltd.,512063
pennar aluminium co.ltd.,513405
narmada macplast drip irrigati,517431
neptune exports ltd.,512522
fast track entertainment ltd.,532084
sarthak global ltd.,530993
devinsu trading ltd.,512445
victoria enterprises ltd.,506103
olympic management & financial,511632
khatau exim ltd.,506178
ritz mercantile limited,203379
alang marine ltd.,520133
prashant india ltd.,519014
regal entertainment & consulta,531033
safal securities ltd,531448
madhur capital & finance ltd.,511638
total exports ltd.,523878
oxford industries ltd.,514414
pincon lifestyle limited,539007
terraform realstate limited,512157
emgee cables & communications,530333
rajendra caterers & confection,526833
solid carbide tools ltd.,500394
uddhav properties limited,206001
womens next loungeries ltd,538128
rajkot investment trust limite,539495
spv global trading limited,512221
tmt (india) ltd.,522171
pulsar international ltd.,512591
vikalp securities ltd.,531334
mefcom agro industries ltd.,511276
oasis tradelink ltd,538547
matra realty ltd.,512167
sti products india ltd.,517492
pratik panels ltd.,526490
p. b. films limited,539352
transglobe foods ltd.,519367
meglon infra-real (india) ltd.,511367
parth industries limited,526349
nachmo knitex ltd.,514328
tea time ltd.,512011
shri gang industries and allie,523309
gobind sugar mills ltd,206039
svc resources limited,512449
pawansut holdings ltd.,535658
castle traders limited,201644
